Week,DistrictName,DistrictCode,DistrictOrganizationId,Status,Model_Elementary,Model_Middle,Model_High,GradeLevels_Remote_Phasein,StudentGroups_Remote_Phasein,Other_Remote_Phasein,Enrollment_Elementary,FullTimeALE_Elementary,OptOut_Elementary,TypicalInPerson_Elementary,Weekly_Elementary,Enrollment_Middle,FullTimeALE_Middle,OptOut_Middle,TypicalInPerson_Middle,Weekly_Middle,Enrollment_High,FullTimeALE_High,OptOut_High,TypicalInPerson_High,Weekly_High
Week of 5/24/2021,Selah School District,39119,100231,Complete,Typical/Traditional In-Person,Partial In-Person for All Students,Partial In-Person for All Students,,,,1716,125,125,1591,1591,827,93,93,734,734,1152,71,87,994,994
Week of 5/24/2021,Sequim School District,5323,100233,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,1058,9,137,456,912,598,22,89,244,487,7898,19,115,378,654
Week of 5/24/2021,Shaw Island School District,28010,100234,Complete,Partial In-Person for All Students,Not Applicable,Not Applicable,,,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Week of 5/24/2021,Shelton School District,23309,100235,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,1373,0,370,502,1003,1146,0,359,381,950,1716,133,726,477,954
Week of 5/24/2021,Skamania School District,30002,100237,Complete,Typical/Traditional In-Person,Typical/Traditional In-Person,Not Applicable,,,,52,0,1,51,51,16,0,5,11,11,0,0,0,0,0
Week of 5/24/2021,Skykomish School District,17404,100238,Complete,Small Groups + Remote,Small Groups + Remote,Small Groups + Remote,"Grade K,Grade 1,Grade 2,Grade 3","Section 504,Students with Disabilities",,26,0,12,14,14,12,0,6,6,6,11,0,5,6,6
Week of 5/24/2021,Snoqualmie Valley School District,17410,100240,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,"Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 9,Grade 12",,,3250,0,650,2600,2600,1500,0,300,1200,1200,1800,0,350,1450,1450
Week of 5/24/2021,South Kitsap School District,18402,100244,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,4012,0,1003,3004,3004,2320,250,592,1475,1475,3459,848,805,1619,1619
Week of 5/24/2021,Southside School District,23042,100246,Complete,Partial In-Person for All Students,Not Applicable,Not Applicable,,,,200,0,23,13,164,0,0,0,0,0,0,0,0,0,0
Week of 5/24/2021,Spokane International Academy,32901,105813,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Not Applicable,,,,429,0,20,335,409,169,0,5,85,164,0,0,0,0,0
Week of 5/24/2021,Spokane School District,32081,100247,Complete,Typical/Traditional In-Person,Partial In-Person for All Students,Partial In-Person for All Students,,,,15000,200,1250,12000,13550,5000,100,100,2500,5000,10000,250,150,5000,10000
Week of 5/24/2021,Sprague School District,22008,100248,Complete,Partial In-Person for All Students,Not Applicable,Partial In-Person for All Students,,,,44,0,2,42,42,0,0,0,0,0,30,0,2,28,28
Week of 5/24/2021,St. John School District,38322,100249,Complete,Typical/Traditional In-Person,Not Applicable,Typical/Traditional In-Person,,,,65,0,0,65,65,0,0,0,0,0,68,0,0,68,68
Week of 5/24/2021,Stanwood-Camano School District,31401,100250,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,2102,271,307,762,1524,1050,56,219,391,814,1330,57,319,446,997
Week of 5/24/2021,Star School District No. 054,11054,100251,Complete,Typical/Traditional In-Person,Not Applicable,Not Applicable,,,,15,0,0,15,15,0,0,0,0,0,0,0,0,0,0
Week of 5/24/2021,Starbuck School District,7035,100252,Complete,Typical/Traditional In-Person,Typical/Traditional In-Person,Not Applicable,,,,71,28,0,32,32,11,0,0,12,12,0,0,0,0,0
Week of 5/24/2021,Stehekin School District,4069,100253,Complete,Typical/Traditional In-Person,Typical/Traditional In-Person,Not Applicable,,,,6,0,0,6,6,2,0,0,2,2,0,0,0,0,0
Week of 5/24/2021,Steilacoom Hist. School District,27001,100254,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,1383,0,235,1148,1148,726,0,124,602,602,1003,20,155,828,828
Week of 5/24/2021,Steptoe School District,38304,100255,Complete,Typical/Traditional In-Person,Typical/Traditional In-Person,Not Applicable,,,,28,0,0,28,28,15,0,0,15,15,0,0,0,0,0
Week of 5/24/2021,Stevenson-Carson School District,30303,100256,Complete,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,343,0,58,285,285,205,0,51,154,154,250,0,62,188,188
Week of 5/24/2021,Sultan School District,31311,100257,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,900,60,80,760,760,500,35,35,435,345,580,90,80,500,500
Week of 5/24/2021,Summit Public School: Atlas,17905,106018,Complete,Not Applicable,Phase-In,Phase-In,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12",,,0,0,0,0,0,260,0,167,93,93,206,0,141,65,65
Week of 5/24/2021,Summit Public School: Olympus,27905,105809,Complete,Not Applicable,Not Applicable,Phase-In,"Grade 9,Grade 10,Grade 11,Grade 12",,,0,0,0,0,0,0,0,0,0,0,194,0,144,50,50
Week of 5/24/2021,Summit Public School: Sierra,17902,105808,Complete,Not Applicable,Not Applicable,Phase-In,"Grade 9,Grade 10,Grade 11,Grade 12",,,0,0,0,0,0,0,0,0,0,0,374,0,248,126,126
Week of 5/24/2021,Summit Valley School District,33202,100258,Complete,Typical/Traditional In-Person,Typical/Traditional In-Person,Not Applicable,,,,48,0,3,45,45,19,0,0,19,19,0,0,0,0,0
Week of 5/24/2021,Sumner School District,27320,100259,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,3983,0,545,1756,3438,2357,0,374,1014,1983,2986,26,781,1123,2205
Week of 5/24/2021,Sunnyside School District,39201,100260,Complete,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,2834,2,367,2465,2465,1679,3,345,1331,1331,2099,6,687,756,1412
Week of 5/24/2021,Suquamish Tribal Education Department,18902,105768,Complete,Not Applicable,Partial In-Person for All Students,Partial In-Person for All Students,,,,0,0,0,0,0,40,0,6,34,34,53,0,14,39,39
Week of 5/24/2021,Tacoma School District,27010,100261,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,"Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 9,Grade 12",,,13363,0,2149,13363,11145,6558,0,1060,6558,5482,8699,0,1087,8699,7009
Week of 5/24/2021,Tahoma School District,17409,100263,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,3777,0,1304,2473,2473,2137,0,717,710,1420,2679,0,1092,794,1587
Week of 5/24/2021,Tekoa School District,38265,100264,Complete,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,87,0,0,87,0,35,0,0,35,0,55,0,0,55,0
Week of 5/24/2021,Thorp School District,19400,100266,Complete,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,121,0,0,121,121,58,0,0,58,58,40,0,9,31,31
Week of 5/24/2021,Toledo School District,21237,100267,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,352,0,16,336,336,167,0,4,163,163,269,62,21,186,186
Week of 5/24/2021,Tonasket School District,24404,100268,Complete,Typical/Traditional In-Person,Partial In-Person for All Students,Partial In-Person for All Students,,,,461,0,96,204,378,270,0,38,119,238,346,0,60,129,282
Week of 5/24/2021,Toppenish School District,39202,100269,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,1809,209,174,1428,1428,1188,269,237,681,681,1828,829,243,757,757
Week of 5/24/2021,Toutle Lake School District,8130,100271,Complete,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,351,0,40,311,311,108,0,12,96,96,187,0,54,133,133
Week of 5/24/2021,Trout Lake School District,20400,100272,Complete,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,77,0,4,73,73,47,0,5,42,42,70,0,13,57,57
Week of 5/24/2021,Tukwila School District,17406,100243,Complete,Phase-In,Phase-In,Phase-In,"Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12",,,1128,0,502,626,205,615,0,375,240,201,858,0,596,262,168
Week of 5/24/2021,Tumwater School District,34033,100273,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,2655,151,384,2120,2120,1426,78,228,1120,1120,2157,226,701,1230,1230
Week of 5/24/2021,Union Gap School District,39002,100274,Complete,Typical/Traditional In-Person,Typical/Traditional In-Person,Not Applicable,,,,380,0,34,346,346,213,0,21,192,192,0,0,0,0,0
Week of 5/24/2021,Valley School District,33070,100277,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,737,629,6,89,97,456,398,8,39,46,67,0,4,52,57
Week of 5/24/2021,Vashon Island School District,17402,100279,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,"Grade K,Grade 1,Grade 2,Grade 3",,,475,22,131,322,322,358,6,75,277,277,502,5,99,398,398
Week of 5/24/2021,WA HE LUT Indian School Agency,34901,106074,Complete,Phase-In,Phase-In,Not Applicable,"Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8",,,97,0,25,72,72,46,0,11,35,35,0,0,0,0,0
Week of 5/24/2021,Wahkiakum School District,35200,100280,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,182,2,12,154,170,96,6,13,72,83,193,9,14,142,179
Week of 5/24/2021,Wahluke School District,13073,100281,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,1103,0,48,1055,1055,601,0,50,551,551,753,37,94,659,659
Week of 5/24/2021,Waitsburg School District,36401,100282,Complete,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,104,0,0,104,104,61,0,0,61,61,73,0,0,73,73
Week of 5/24/2021,Walla Walla Public Schools,36140,100283,Complete,Typical/Traditional In-Person,Typical/Traditional In-Person,Partial In-Person for All Students,,,,2238,144,0,2094,2094,1219,96,0,1123,1123,1936,506,0,1428,1428
Week of 5/24/2021,Warden School District,13146,100285,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,376,0,48,324,324,224,0,30,100,194,270,0,45,115,225
Week of 5/24/2021,Washington Center for Deaf and Hard of Hearing Youth,0,0,Complete,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,110,0,1,49,49,110,0,2,18,18,110,0,5,36,36
Week of 5/24/2021,Washtucna School District,1109,100287,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,34,0,5,31,33,16,0,1,15,16,20,0,1,19,20
Week of 5/24/2021,Waterville School District,9209,100288,Complete,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,138,0,13,125,125,35,0,2,33,33,92,0,7,85,85
Week of 5/24/2021,Wellpinit School District,33049,100289,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,190,0,11,89,179,108,0,5,52,103,100,0,3,48,97
Week of 5/24/2021,Wenatchee School District,4246,100290,Complete,Typical/Traditional In-Person,Partial In-Person for All Students,Partial In-Person for All Students,,,,3134,0,279,2855,2855,1712,0,137,1575,1575,2183,0,139,2044,2044
Week of 5/24/2021,West Valley School District (Spokane),32363,100291,Complete,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,1217,0,76,1141,1141,755,0,85,670,670,1410,0,245,1165,1165
Week of 5/24/2021,White River School District,27416,100294,Complete,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,1952,0,186,1766,1766,949,0,123,829,829,1210,0,287,923,923
Week of 5/24/2021,Wilbur School District,22200,100296,Complete,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,77,0,7,70,71,45,0,7,38,38,91,0,12,79,79
Week of 5/24/2021,Willapa Valley School District,25160,100297,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,140,0,4,136,136,88,0,3,85,85,115,0,5,75,110
Week of 5/24/2021,Wilson Creek School District,13167,100298,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,69,0,5,64,64,34,0,4,6,7,44,0,5,39,39
Week of 5/24/2021,Winlock School District,21232,100299,Complete,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,330,0,25,295,305,170,0,10,160,160,205,0,70,125,135
Week of 5/24/2021,Wishkah Valley School District,14117,100300,Complete,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,47,0,0,47,47,52,0,0,52,52,48,0,6,42,42
Week of 5/24/2021,Wishram School District,20094,100301,Complete,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,26,0,0,26,26,15,0,0,15,15,23,0,0,23,23
Week of 5/24/2021,Woodland School District,8404,100302,Complete,Typical/Traditional In-Person,Typical/Traditional In-Person,Partial In-Person for All Students,,,,884,76,42,766,766,729,68,0,661,661,797,183,89,706,706
Week of 5/24/2021,Yakima School District,39007,100303,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,6474,121,351,3001,6002,3658,31,143,1742,3484,5172,33,209,2465,4930
Week of 5/24/2021,Yelm School District,34002,100304,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,2408,0,424,1984,1984,1353,0,387,966,966,1645,76,452,1193,1193
Week of 5/24/2021,Zillah School District,39205,100305,Complete,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,617,0,47,570,570,194,0,12,182,182,420,0,88,332,332
Week of 5/24/2021,Adna School District,21226,100011,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Week of 5/24/2021,Bethel School District,27403,100022,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Week of 5/24/2021,CASHMERE SCHOOL DISTRICT,4222,100035,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Week of 5/24/2021,Chewelah School District,33036,100043,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Week of 5/24/2021,Colton School District,38306,100050,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Week of 5/24/2021,Columbia (Walla Walla) School District,36400,100052,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Week of 5/24/2021,Concrete School District,29011,100054,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Week of 5/24/2021,Conway School District,29317,100055,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Week of 5/24/2021,Crescent School District,5313,100059,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Week of 5/24/2021,Elma School District,14068,100077,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Week of 5/24/2021,Evaline School District,21036,100082,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Week of 5/24/2021,Freeman School District,32358,100091,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Week of 5/24/2021,Garfield School District,38302,100092,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Week of 5/24/2021,Griffin School District,34324,100102,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Week of 5/24/2021,Harrington School District,22204,100103,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Week of 5/24/2021,Highline School District,17401,100105,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Week of 5/24/2021,Hoquiam School District,14028,100108,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Week of 5/24/2021,Inchelium School District,10070,100109,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Week of 5/24/2021,Kahlotus School District,11056,100112,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Week of 5/24/2021,Kiona-Benton City School District,3052,100119,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Week of 5/24/2021,Kittitas School District,19403,100120,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Week of 5/24/2021,Lake Chelan School District,4129,100125,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Week of 5/24/2021,Lynden School District,37504,100136,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Week of 5/24/2021,Mabton School District,39120,100137,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Week of 5/24/2021,McCleary School District,14065,100143,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Week of 5/24/2021,Methow Valley School District,24350,100148,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Week of 5/24/2021,Mill A School District,30031,100149,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Week of 5/24/2021,Morton School District,21214,100152,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Week of 5/24/2021,North Franklin School District,11051,100168,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Week of 5/24/2021,North Kitsap School District,18400,100169,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Week of 5/24/2021,North River School District,25200,100171,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Week of 5/24/2021,Onion Creek School District,33030,100185,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Week of 5/24/2021,Orcas Island School District,28137,100186,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Week of 5/24/2021,Orchard Prairie School District,32123,100187,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Week of 5/24/2021,Pe Ell School District,21301,100198,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Week of 5/24/2021,Pioneer School District,23402,100200,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Week of 5/24/2021,Rainier School District,34307,100213,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Week of 5/24/2021,Richland School District,3400,100218,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Week of 5/24/2021,Riverview School District,17407,100222,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Week of 5/24/2021,Rosalia School District,38320,100225,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Week of 5/24/2021,San Juan Island School District,28149,100227,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Week of 5/24/2021,Satsop School District,14104,100228,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Week of 5/24/2021,Seattle Public Schools,17001,100229,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Week of 5/24/2021,Selkirk School District,26070,100232,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Week of 5/24/2021,Shoreline School District,17412,100236,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Week of 5/24/2021,Snohomish School District,31201,100239,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Week of 5/24/2021,Soap Lake School District,13156,100241,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Week of 5/24/2021,South Bend School District,25118,100242,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Week of 5/24/2021,South Whidbey School District,15206,100245,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Week of 5/24/2021,Taholah School District,14077,100262,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Week of 5/24/2021,Tenino School District,34402,100265,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Week of 5/24/2021,Touchet School District,36300,100270,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Week of 5/24/2021,University Place School District,27083,100275,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Week of 5/24/2021,Vancouver School District,6037,100278,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Week of 5/24/2021,Wapato School District,39207,100284,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Week of 5/24/2021,Washougal School District,6112,100286,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Week of 5/24/2021,West Valley School District (Yakima),39208,100292,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Week of 5/24/2021,White Pass School District,21303,100293,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Week of 5/24/2021,White Salmon Valley School District,20405,100295,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Week of 5/24/2021,Muckleshoot Indian Tribe,17903,105771,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Week of 5/24/2021,Quileute Tribal School District,5903,105979,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Week of 5/24/2021,Innovation Charter School,36901,106019,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Week of 5/24/2021,Rainier Valley Leadership Academy,17910,106046,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Week of 5/24/2021,Yakama Nation Tribal Compact,39901,106181,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Week of 5/24/2021,Catalyst Public Schools,18901,106245,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Week of 5/31/2021,Aberdeen School District,14005,100010,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,1294,2,185,1107,1107,766,4,191,571,571,954,20,340,594,594
Week of 5/31/2021,Almira School District,22017,100012,Complete,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,45,0,0,45,45,21,0,0,21,21,17,0,0,17,17
Week of 5/31/2021,Anacortes School District,29103,100013,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,1103,0,129,974,974,620,0,100,520,520,700,65,100,535,535
Week of 5/31/2021,Arlington School District,31016,100014,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,2289,46,273,2016,2016,1285,34,64,1221,1221,1735,0,114,1621,1621
Week of 5/31/2021,Asotin-Anatone School District,2420,100015,Complete,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,287,0,7,280,280,146,0,7,139,139,186,0,10,176,176
Week of 5/31/2021,Auburn School District,17408,100016,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,"Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5",,,7364,0,3370,3991,3991,3867,0,1965,1896,1896,5382,24,2696,2606,2606
Week of 5/31/2021,Battle Ground School District,6119,100018,Complete,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,4000,100,400,3500,3500,3800,100,380,3400,3420,4000,250,500,3500,3500
Week of 5/31/2021,Bellevue School District,17405,100019,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,"Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5",,,8168,0,2885,5283,5283,4785,0,1464,1797,3321,6598,0,2263,2329,4335
Week of 5/31/2021,Bellingham School District,37501,100020,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,5020,0,714,4479,4479,2559,0,546,1633,2017,3558,0,872,2053,2799
Week of 5/31/2021,Benge School District,1122,100021,Complete,Typical/Traditional In-Person,Not Applicable,Not Applicable,,,,16,0,2,14,14,0,0,0,0,0,0,0,0,0,0
Week of 5/31/2021,Bethel School District,27403,100022,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,"Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9",,,9873,330,1225,4633,7289,4871,338,1025,1744,3508,5444,304,973,1996,4167
Week of 5/31/2021,Bickleton School District,20203,100023,Complete,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,51,0,0,51,51,19,0,0,19,19,37,0,0,37,37
Week of 5/31/2021,Blaine School District,37503,100024,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,994,37,219,721,721,509,26,124,360,360,650,20,200,423,423
Week of 5/31/2021,Brewster School District,24111,100027,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,404,0,19,355,385,243,0,21,178,222,274,0,14,188,260
Week of 5/31/2021,Bridgeport School District,9075,100028,Complete,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,322,0,2,320,320,195,0,8,187,187,223,0,0,223,223
Week of 5/31/2021,Brinnon School District,16046,100029,Complete,Typical/Traditional In-Person,Typical/Traditional In-Person,Not Applicable,,,,56,0,0,56,56,34,0,2,32,32,0,0,0,0,0
Week of 5/31/2021,Burlington-Edison School District,29100,100030,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,1625,0,300,1325,1325,555,0,50,250,505,1117,20,100,550,1117
Week of 5/31/2021,Camas School District,6117,100031,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,2799,0,551,2248,2248,1722,0,280,1432,1432,2432,1,728,1704,1704
Week of 5/31/2021,Cape Flattery School District,5401,100032,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,266,0,38,228,228,107,0,10,97,97,129,0,24,105,105
Week of 5/31/2021,Carbonado School District,27019,100033,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Not Applicable,,,,131,0,6,126,126,61,0,2,60,60,0,0,0,0,0
Week of 5/31/2021,Cascade School District,4228,100034,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,502,56,28,418,418,301,22,44,235,235,370,4,59,307,307
Week of 5/31/2021,CASHMERE SCHOOL DISTRICT,4222,100035,Complete,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,553,0,28,515,515,513,0,23,490,490,447,0,30,417,417
Week of 5/31/2021,Castle Rock School District,8401,100036,Complete,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,600,0,30,570,570,330,0,40,290,290,400,0,60,340,340
Week of 5/31/2021,Catalyst Public Schools,18901,106245,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Not Applicable,,,,112,0,25,87,87,56,0,10,46,46,0,0,0,0,0
Week of 5/31/2021,Centerville School District,20215,100037,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Not Applicable,,,,48,0,3,45,0,40,0,1,39,0,0,0,0,0,0
Week of 5/31/2021,Central Kitsap School District,18401,100038,Complete,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,4725,280,354,4091,4091,2603,90,843,835,1670,3395,60,1478,928,1857
