,Week,DistrictName,Model_Elementary,Model_Middle,Model_High,GradeLevels_Remote_Phasein,StudentGroups_Remote_Phasein,Other_Remote_Phasein,Enrollment_Elementary,FullTimeALE_Elementary,OptOut_Elementary,TypicalInPerson_Elementary,Weekly_Elementary,Enrollment_Middle,FullTimeALE_Middle,OptOut_Middle,TypicalInPerson_Middle,Weekly_Middle,Enrollment_High,FullTimeALE_High,OptOut_High,TypicalInPerson_High,Weekly_High,OrganizationLevel,County,All Students,Female,Gender X,Male,American Indian/ Alaskan Native,Asian,Black/ African American,Hispanic/ Latino of any race(s),Native Hawaiian/ Other Pacific Islander,Two or More Races,White,English Language Learners,Highly Capable,Homeless,Low-Income,Migrant,Military Parent,Mobile,Section 504,Students with Disabilities,Non-English Language Learners,Non-Highly Capable,Non-Homeless,Non-Low Income,Non Migrant,Non Military Parent,Non Mobile,Non Section 504,Students without Disabilities,Unnamed: 0,ProbableCases,ConfirmedCases,7-Day Count,7-Day Average,Age 0-19,Age 20-34,Age 35-49,Age 50-64,Age 65-79,Age 80+,UnknownAge,14-Day Count,14-Day Case Rate,_merge
4142,2/8/2021,Ephrata School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,1311,0,187,1124,1124,443,0,94,349,329,831,2,195,603,603,District,Grant,2600,1272,0,1328,9,22,11,1007,1,74,1476,331,199,40,1542,152,28,79,133,370,2269,2401,2560,1058,2448,2572,2521,2467,2230,622,82,71,153,21.86,50,39,35,23,6,0,0,277,276.64,both
4143,2/8/2021,Moses Lake School District,Phase-In,Phase-In,Phase-In,"Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 11,Grade 12",Grade 10,,3975,0,1242,2252,2733,1924,0,800,846,1124,2681,0,680,1005,2001,District,Grant,8303,4113,0,4190,19,81,92,4205,7,225,3674,1184,313,69,5433,313,48,272,210,1092,7119,7990,8234,2870,7990,8255,8031,8093,7211,622,82,71,153,21.86,50,39,35,23,6,0,0,277,276.64,both
4144,2/8/2021,Quincy School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,1471,0,14,755,780,727,0,324,403,399,883,45,402,328,436,District,Grant,3052,1552,2,1498,0,11,9,2681,0,13,337,1249,169,71,2474,358,0,80,116,432,1803,2883,2981,578,2694,3052,2972,2936,2620,622,82,71,153,21.86,50,39,35,23,6,0,0,277,276.64,both
4145,2/8/2021,Royal School District,Typical/Traditional In-Person,Partial In-Person for All Students,Partial In-Person for All Students,,,,908,0,72,756,756,297,0,25,140,234,524,0,101,144,424,District,Grant,1788,886,0,902,1,1,0,1458,0,5,323,838,100,95,844,145,2,45,78,250,950,1688,1693,944,1643,1786,1743,1710,1538,622,82,71,153,21.86,50,39,35,23,6,0,0,277,276.64,both
4146,2/8/2021,Soap Lake School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,261,0,21,232,232,126,0,17,109,109,199,0,15,184,184,District,Grant,550,269,0,281,5,1,3,226,0,1,314,96,2,36,507,27,2,24,6,93,454,548,514,43,523,548,526,544,457,622,82,71,153,21.86,50,39,35,23,6,0,0,277,276.64,both
4147,2/8/2021,Warden School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,378,0,48,178,333,219,0,30,97,190,273,0,65,107,209,District,Grant,913,460,0,453,0,1,4,732,0,13,163,217,27,38,801,199,10,33,6,136,696,886,875,112,714,903,880,907,777,622,82,71,153,21.86,50,39,35,23,6,0,0,277,276.64,both
4148,2/8/2021,Wilson Creek School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,69,0,5,64,64,34,0,4,30,30,44,0,5,0,5,District,Grant,147,77,0,70,1,0,0,22,0,7,117,3,4,1,93,0,0,6,0,19,144,143,146,54,147,147,141,147,128,622,82,71,153,21.86,50,39,35,23,6,0,0,277,276.64,both
4149,3/15/2021,Ephrata School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,1304,0,133,1171,1171,448,0,98,350,341,833,3,180,617,617,District,Grant,2600,1272,0,1328,9,22,11,1007,1,74,1476,331,199,40,1542,152,28,79,133,370,2269,2401,2560,1058,2448,2572,2521,2467,2230,432,54,46,100,14.29,23,34,22,15,4,2,0,184,183.76,both
4150,3/15/2021,Quincy School District,Phase-In,Phase-In,Phase-In,"Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12",,,1432,0,365,1010,1027,733,0,321,412,380,886,44,437,309,408,District,Grant,3052,1552,2,1498,0,11,9,2681,0,13,337,1249,169,71,2474,358,0,80,116,432,1803,2883,2981,578,2694,3052,2972,2936,2620,432,54,46,100,14.29,23,34,22,15,4,2,0,184,183.76,both
4151,3/15/2021,Royal School District,Typical/Traditional In-Person,Partial In-Person for All Students,Partial In-Person for All Students,,,,921,0,70,798,851,298,0,64,146,234,486,0,76,252,410,District,Grant,1788,886,0,902,1,1,0,1458,0,5,323,838,100,95,844,145,2,45,78,250,950,1688,1693,944,1643,1786,1743,1710,1538,432,54,46,100,14.29,23,34,22,15,4,2,0,184,183.76,both
4152,3/15/2021,Soap Lake School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,264,0,16,248,248,124,0,13,111,111,189,0,16,173,173,District,Grant,550,269,0,281,5,1,3,226,0,1,314,96,2,36,507,27,2,24,6,93,454,548,514,43,523,548,526,544,457,432,54,46,100,14.29,23,34,22,15,4,2,0,184,183.76,both
4153,3/15/2021,Wahluke School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,1079,0,113,966,966,588,0,103,485,485,743,32,108,635,635,District,Grant,2560,1224,0,1336,11,0,2,2486,1,4,56,1274,137,305,2423,1304,2,85,45,318,1286,2423,2255,137,1256,2558,2475,2515,2242,432,54,46,100,14.29,23,34,22,15,4,2,0,184,183.76,both
4154,3/15/2021,Warden School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,378,0,48,334,334,218,0,31,95,189,274,0,63,108,212,District,Grant,913,460,0,453,0,1,4,732,0,13,163,217,27,38,801,199,10,33,6,136,696,886,875,112,714,903,880,907,777,432,54,46,100,14.29,23,34,22,15,4,2,0,184,183.76,both
4155,3/15/2021,Wilson Creek School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,69,0,5,64,64,34,0,4,30,30,44,0,5,3,3,District,Grant,147,77,0,70,1,0,0,22,0,7,117,3,4,1,93,0,0,6,0,19,144,143,146,54,147,147,141,147,128,432,54,46,100,14.29,23,34,22,15,4,2,0,184,183.76,both
4156,4/26/2021,Grandview School District,Typical/Traditional In-Person,Phase-In,Phase-In,"Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12",,,1660,0,170,1427,1489,897,0,497,450,465,1009,30,435,547,2735,District,Yakima,3647,1757,0,1890,4,2,3,3425,0,12,201,1153,74,59,2945,338,9,90,44,537,2494,3573,3588,702,3309,3638,3557,3603,3110,230,56,173,229,32.71,56,71,53,31,16,2,0,396,153.37,both
4157,4/26/2021,Granger School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,527,0,69,458,458,461,0,99,362,362,439,0,83,355,355,District,Yakima,1449,728,0,721,43,0,0,1345,0,3,58,469,11,46,1266,239,8,30,13,205,980,1438,1403,183,1210,1441,1419,1436,1244,230,56,173,229,32.71,56,71,53,31,16,2,0,396,153.37,both
4158,4/26/2021,Mabton School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,467,0,177,290,290,137,0,20,90,90,237,0,80,146,155,District,Yakima,838,410,3,425,3,0,0,813,2,0,19,358,0,33,776,249,3,14,6,95,480,838,805,62,589,835,824,832,743,230,56,173,229,32.71,56,71,53,31,16,2,0,396,153.37,both
4159,4/26/2021,Mount Adams School District,Phase-In,Phase-In,Phase-In,"Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12",,,478,0,174,288,1442,145,0,36,85,338,245,0,78,113,453,District,Yakima,865,424,0,441,447,0,3,313,1,57,44,452,9,266,861,105,0,24,38,119,413,856,599,4,760,865,841,827,746,230,56,173,229,32.71,56,71,53,31,16,2,0,396,153.37,both
4160,4/26/2021,Naches Valley School District,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,373,10,15,373,373,428,8,14,428,428,384,8,0,384,384,District,Yakima,1230,603,0,627,7,3,8,321,0,28,863,80,84,6,631,89,6,43,64,173,1150,1146,1224,599,1141,1224,1187,1166,1057,230,56,173,229,32.71,56,71,53,31,16,2,0,396,153.37,both
4161,4/26/2021,Selah School District,Typical/Traditional In-Person,Partial In-Person for All Students,Partial In-Person for All Students,,,,1716,125,125,1591,1591,827,93,93,734,734,1152,71,87,994,994,District,Yakima,3703,1804,6,1893,11,12,16,1256,4,126,2278,349,257,37,1998,142,59,128,79,491,3354,3446,3666,1705,3561,3644,3575,3624,3212,230,56,173,229,32.71,56,71,53,31,16,2,0,396,153.37,both
4162,4/26/2021,Sunnyside School District,Typical/Traditional In-Person,Typical/Traditional In-Person,Partial In-Person for All Students,,,,2829,2,445,2384,2384,1699,3,483,1213,1213,2099,6,687,756,1412,District,Yakima,6724,3295,0,3429,5,4,13,6233,0,52,417,1984,215,290,5006,1221,33,133,67,944,4740,6509,6434,1718,5503,6691,6591,6657,5780,230,56,173,229,32.71,56,71,53,31,16,2,0,396,153.37,both
4163,4/26/2021,Union Gap School District,Typical/Traditional In-Person,Typical/Traditional In-Person,Not Applicable,,,,380,0,37,343,343,215,0,22,193,193,0,0,0,0,0,District,Yakima,568,259,0,309,3,3,1,466,0,9,86,152,5,12,530,25,3,15,16,78,416,563,556,38,543,565,553,552,490,230,56,173,229,32.71,56,71,53,31,16,2,0,396,153.37,both
4164,4/26/2021,Yakima School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,6474,121,351,3001,6002,3658,31,143,1742,3484,5172,33,209,2465,4930,District,Yakima,15879,7840,2,8037,149,57,83,12713,12,394,2471,4747,290,342,12556,1432,69,352,433,2216,11132,15589,15537,3323,14447,15810,15527,15446,13663,230,56,173,229,32.71,56,71,53,31,16,2,0,396,153.37,both
4165,4/26/2021,Zillah School District,Typical/Traditional In-Person,Typical/Traditional In-Person,Partial In-Person for All Students,,,,620,0,48,572,572,193,0,11,182,182,422,0,83,339,339,District,Yakima,1278,597,1,680,49,4,1,714,0,47,463,161,0,15,721,69,6,34,23,154,1117,1278,1263,557,1209,1272,1244,1255,1124,230,56,173,229,32.71,56,71,53,31,16,2,0,396,153.37,both
4166,4/26/2021,Highland School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,556,0,31,485,505,186,0,16,170,170,359,0,52,307,307,District,Yakima,1105,526,9,570,1,2,3,862,0,11,226,295,30,26,868,123,2,39,31,142,810,1075,1079,237,982,1103,1066,1074,963,230,56,173,229,32.71,56,71,53,31,16,2,0,396,153.37,both
4167,4/26/2021,Toppenish School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,1818,212,165,1436,1436,1193,274,233,684,684,1846,695,407,747,747,District,Yakima,4533,2226,22,2285,444,10,30,3410,1,50,586,1512,241,70,3759,606,12,189,102,591,3021,4292,4463,774,3927,4521,4344,4431,3942,230,56,173,229,32.71,56,71,53,31,16,2,0,396,153.37,both
4168,4/26/2021,Wapato School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,1218,0,287,417,600,791,0,326,200,360,956,0,250,250,500,District,Yakima,3284,1575,2,1707,663,61,0,2404,1,87,68,1511,155,146,2963,673,10,112,31,442,1773,3129,3138,321,2611,3274,3172,3253,2842,230,56,173,229,32.71,56,71,53,31,16,2,0,396,153.37,both
4169,1/18/2021,Grapeview School District,Partial In-Person for All Students,Small Groups + Remote,,"Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8",Other - Write In (Required),Students Identified with Greatest Need based on all factors listed above,127,0,0,48,98,67,0,0,4,4,0,0,0,0,0,District,Mason,200,85,0,115,0,5,2,18,0,21,154,1,0,0,80,0,8,10,1,27,199,200,200,120,200,192,190,199,173,751,2,67,69,9.86,11,21,17,14,6,0,0,131,199.54,both
4170,1/18/2021,Mary M Knight School District,Phase-In,Small Groups + Remote,Small Groups + Remote,"Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 11,Grade 12","Other - Write In (Required),All Students",12th grade-not on track to graduate,78,0,0,51,52,20,0,0,1,1,50,0,0,9,2,District,Mason,2212,1137,0,1075,15,47,81,246,11,225,1587,27,3,2,425,2,84,348,107,321,2185,2209,2210,1787,2210,2128,1864,2105,1891,751,2,67,69,9.86,11,21,17,14,6,0,0,131,199.54,both
4171,1/18/2021,North Mason School District,Phase-In,,,"Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12","English Language Learners,Foster Care,Low Income,Homeless,Students with Disabilities,Other - Write In (Required)",student with no internet access,923,0,0,460,880,498,0,0,27,54,729,0,0,13,25,District,Mason,2263,1072,1,1190,21,21,9,607,9,160,1436,354,89,200,1244,5,143,77,103,396,1909,2174,2063,1019,2258,2120,2186,2160,1867,751,2,67,69,9.86,11,21,17,14,6,0,0,131,199.54,both
4172,1/18/2021,Pioneer School District,Small Groups + Remote,Small Groups + Remote,,"Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8","English Language Learners,Low Income,Homeless,Migrant,Section 504,Students with Disabilities,Other - Write In (Required)",Students with limited technology/internet access,410,0,0,20,47,229,0,0,12,25,0,0,0,0,0,District,Mason,661,301,0,360,11,3,5,102,1,47,492,25,28,25,428,0,12,19,39,121,636,633,636,233,661,649,642,622,540,751,2,67,69,9.86,11,21,17,14,6,0,0,131,199.54,both
4173,1/18/2021,Shelton School District,Small Groups + Remote,Small Groups + Remote,Small Groups + Remote,"Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12","English Language Learners,Foster Care,Low Income,Homeless,Migrant,Section 504,Students with Disabilities",,1550,0,0,75,75,900,0,0,50,50,1600,0,0,50,50,District,Mason,4379,2097,16,2266,151,18,20,1607,5,331,2247,882,83,251,2987,124,34,161,236,655,3497,4296,4128,1392,4255,4345,4218,4143,3724,751,2,67,69,9.86,11,21,17,14,6,0,0,131,199.54,both
4174,1/18/2021,Southside School District,Phase-In,,,"Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7","English Language Learners,Foster Care,Low Income,Homeless,Section 504,Students with Disabilities,Other - Write In (Required)",plus Hybrid Grades 3 and 4,200,0,0,0,60,0,0,0,0,0,0,0,0,0,0,District,Mason,203,104,0,99,11,0,1,21,0,26,144,0,12,26,85,0,7,8,0,32,203,191,177,118,203,196,195,203,171,751,2,67,69,9.86,11,21,17,14,6,0,0,131,199.54,both
4175,1/25/2021,Grapeview School District,Partial In-Person for All Students,Phase-In,Not Applicable,"Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8",,,125,0,31,47,94,67,0,0,4,4,0,0,0,0,0,District,Mason,200,85,0,115,0,5,2,18,0,21,154,1,0,0,80,0,8,10,1,27,199,200,200,120,200,192,190,199,173,711,4,58,62,8.86,1,21,16,19,4,1,0,116,176.69,both
4176,1/25/2021,Mary M Knight School District,Partial In-Person for All Students,Small Groups + Remote,Small Groups + Remote,,"Foster Care,Low Income,Homeless,Section 504,Students with Disabilities,Other - Write In (Required)",12th grade-not on track to graduate,78,0,10,56,56,21,0,0,2,2,50,0,0,5,10,District,Mason,2212,1137,0,1075,15,47,81,246,11,225,1587,27,3,2,425,2,84,348,107,321,2185,2209,2210,1787,2210,2128,1864,2105,1891,711,4,58,62,8.86,1,21,16,19,4,1,0,116,176.69,both
4177,1/25/2021,North Mason School District,Partial In-Person for All Students,Partial In-Person for All Students,Small Groups + Remote,,"English Language Learners,Foster Care,Low Income,Homeless,Section 504,Other - Write In (Required)",lack of connectivity,923,0,94,415,829,498,0,50,224,448,729,0,110,15,30,District,Mason,2263,1072,1,1190,21,21,9,607,9,160,1436,354,89,200,1244,5,143,77,103,396,1909,2174,2063,1019,2258,2120,2186,2160,1867,711,4,58,62,8.86,1,21,16,19,4,1,0,116,176.69,both
4178,1/25/2021,Pioneer School District,Small Groups + Remote,Small Groups + Remote,,"Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8","English Language Learners,Low Income,Homeless,Migrant,Section 504,Students with Disabilities,Other - Write In (Required)",Students with limited technology/internet access,410,0,0,20,47,229,0,0,12,25,0,0,0,0,0,District,Mason,661,301,0,360,11,3,5,102,1,47,492,25,28,25,428,0,12,19,39,121,636,633,636,233,661,649,642,622,540,711,4,58,62,8.86,1,21,16,19,4,1,0,116,176.69,both
4179,1/25/2021,Shelton School District,Small Groups + Remote,Small Groups + Remote,Small Groups + Remote,"Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12","English Language Learners,Foster Care,Low Income,Homeless,Migrant,Section 504,Students with Disabilities",,1550,0,0,75,75,900,0,0,50,50,1600,0,0,50,50,District,Mason,4379,2097,16,2266,151,18,20,1607,5,331,2247,882,83,251,2987,124,34,161,236,655,3497,4296,4128,1392,4255,4345,4218,4143,3724,711,4,58,62,8.86,1,21,16,19,4,1,0,116,176.69,both
4180,1/25/2021,Southside School District,Phase-In,Not Applicable,Not Applicable,"Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7",,,200,0,44,0,156,0,0,0,0,0,0,0,0,0,0,District,Mason,203,104,0,99,11,0,1,21,0,26,144,0,12,26,85,0,7,8,0,32,203,191,177,118,203,196,195,203,171,711,4,58,62,8.86,1,21,16,19,4,1,0,116,176.69,both
4181,1/25/2021,Hood Canal School District,Small Groups + Remote,Small Groups + Remote,Not Applicable,,"English Language Learners,Students with Disabilities",,187,0,0,8,9,104,0,0,1,3,0,0,0,0,0,District,Mason,313,137,0,176,65,0,0,53,0,54,141,11,4,16,238,21,5,17,11,42,302,309,297,75,292,308,296,302,271,711,4,58,62,8.86,1,21,16,19,4,1,0,116,176.69,both
4182,2/1/2021,Grapeview School District,Partial In-Person for All Students,Partial In-Person for All Students,Not Applicable,,,,125,0,31,48,94,67,0,27,20,40,0,0,0,0,0,District,Mason,200,85,0,115,0,5,2,18,0,21,154,1,0,0,80,0,8,10,1,27,199,200,200,120,200,192,190,199,173,672,4,50,54,7.71,6,17,17,9,5,0,0,79,120.34,both
4183,2/1/2021,Mary M Knight School District,Partial In-Person for All Students,Small Groups + Remote,Small Groups + Remote,,"English Language Learners,Foster Care,Low Income,Homeless,Section 504,Students with Disabilities,Other - Write In (Required)",12th grade-not on track to graduate,81,1250,10,63,65,22,789,0,2,2,51,0,0,13,13,District,Mason,2212,1137,0,1075,15,47,81,246,11,225,1587,27,3,2,425,2,84,348,107,321,2185,2209,2210,1787,2210,2128,1864,2105,1891,672,4,50,54,7.71,6,17,17,9,5,0,0,79,120.34,both
4184,2/1/2021,North Mason School District,Partial In-Person for All Students,Partial In-Person for All Students,Small Groups + Remote,,"English Language Learners,Low Income,Homeless,Students with Disabilities",,924,0,95,415,829,497,0,70,214,427,728,0,111,20,40,District,Mason,2263,1072,1,1190,21,21,9,607,9,160,1436,354,89,200,1244,5,143,77,103,396,1909,2174,2063,1019,2258,2120,2186,2160,1867,672,4,50,54,7.71,6,17,17,9,5,0,0,79,120.34,both
4185,2/1/2021,Southside School District,Partial In-Person for All Students,Not Applicable,Not Applicable,,,,200,0,44,0,156,0,0,0,0,0,0,0,0,0,0,District,Mason,203,104,0,99,11,0,1,21,0,26,144,0,12,26,85,0,7,8,0,32,203,191,177,118,203,196,195,203,171,672,4,50,54,7.71,6,17,17,9,5,0,0,79,120.34,both
4186,2/1/2021,Hood Canal School District,Small Groups + Remote,Small Groups + Remote,Not Applicable,,"English Language Learners,Students with Disabilities",,189,0,0,8,9,104,0,0,1,3,0,0,0,0,0,District,Mason,313,137,0,176,65,0,0,53,0,54,141,11,4,16,238,21,5,17,11,42,302,309,297,75,292,308,296,302,271,672,4,50,54,7.71,6,17,17,9,5,0,0,79,120.34,both
4187,2/8/2021,Grapeview School District,Partial In-Person for All Students,Partial In-Person for All Students,Not Applicable,,,,126,0,31,48,95,68,0,28,21,40,0,0,0,0,0,District,Mason,200,85,0,115,0,5,2,18,0,21,154,1,0,0,80,0,8,10,1,27,199,200,200,120,200,192,190,199,173,632,2,23,25,3.57,0,11,6,4,4,0,0,47,71.59,both
4188,2/8/2021,Mary M Knight School District,Partial In-Person for All Students,Small Groups + Remote,Small Groups + Remote,,"English Language Learners,Foster Care,Low Income,Homeless,Section 504,Students with Disabilities",,81,1250,10,63,65,22,789,0,2,2,51,0,0,13,13,District,Mason,2212,1137,0,1075,15,47,81,246,11,225,1587,27,3,2,425,2,84,348,107,321,2185,2209,2210,1787,2210,2128,1864,2105,1891,632,2,23,25,3.57,0,11,6,4,4,0,0,47,71.59,both
4189,2/8/2021,North Mason School District,Partial In-Person for All Students,Partial In-Person for All Students,Small Groups + Remote,,"English Language Learners,Low Income,Homeless,Students with Disabilities",,924,0,95,415,829,497,0,70,214,427,728,0,111,20,40,District,Mason,2263,1072,1,1190,21,21,9,607,9,160,1436,354,89,200,1244,5,143,77,103,396,1909,2174,2063,1019,2258,2120,2186,2160,1867,632,2,23,25,3.57,0,11,6,4,4,0,0,47,71.59,both
4190,2/8/2021,Shelton School District,Small Groups + Remote,Small Groups + Remote,Small Groups + Remote,,"English Language Learners,Foster Care,Low Income,Homeless,Migrant,Section 504,Students with Disabilities",,1354,0,0,119,119,1153,0,0,83,83,1616,0,0,88,88,District,Mason,4379,2097,16,2266,151,18,20,1607,5,331,2247,882,83,251,2987,124,34,161,236,655,3497,4296,4128,1392,4255,4345,4218,4143,3724,632,2,23,25,3.57,0,11,6,4,4,0,0,47,71.59,both
4191,2/8/2021,Southside School District,Partial In-Person for All Students,Not Applicable,Not Applicable,,,,200,0,44,0,156,0,0,0,0,0,0,0,0,0,0,District,Mason,203,104,0,99,11,0,1,21,0,26,144,0,12,26,85,0,7,8,0,32,203,191,177,118,203,196,195,203,171,632,2,23,25,3.57,0,11,6,4,4,0,0,47,71.59,both
4192,2/8/2021,Hood Canal School District,Small Groups + Remote,Small Groups + Remote,Not Applicable,,"English Language Learners,Students with Disabilities",,189,0,0,16,16,103,0,0,8,8,0,0,0,0,0,District,Mason,313,137,0,176,65,0,0,53,0,54,141,11,4,16,238,21,5,17,11,42,302,309,297,75,292,308,296,302,271,632,2,23,25,3.57,0,11,6,4,4,0,0,47,71.59,both
4193,2/15/2021,Grapeview School District,Partial In-Person for All Students,Partial In-Person for All Students,Not Applicable,,,,126,0,31,48,95,68,0,28,21,40,0,0,0,0,0,District,Mason,200,85,0,115,0,5,2,18,0,21,154,1,0,0,80,0,8,10,1,27,199,200,200,120,200,192,190,199,173,593,1,21,22,3.14,1,9,7,4,0,1,0,42,63.98,both
4194,2/15/2021,Mary M Knight School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,81,1250,5,76,76,22,789,1,21,21,52,0,10,42,42,District,Mason,2212,1137,0,1075,15,47,81,246,11,225,1587,27,3,2,425,2,84,348,107,321,2185,2209,2210,1787,2210,2128,1864,2105,1891,593,1,21,22,3.14,1,9,7,4,0,1,0,42,63.98,both
4195,2/15/2021,North Mason School District,Partial In-Person for All Students,Partial In-Person for All Students,Small Groups + Remote,,"English Language Learners,Low Income,Homeless,Students with Disabilities",,924,0,95,415,829,497,0,70,214,427,728,0,111,20,40,District,Mason,2263,1072,1,1190,21,21,9,607,9,160,1436,354,89,200,1244,5,143,77,103,396,1909,2174,2063,1019,2258,2120,2186,2160,1867,593,1,21,22,3.14,1,9,7,4,0,1,0,42,63.98,both
4196,2/15/2021,Shelton School District,Small Groups + Remote,Small Groups + Remote,Small Groups + Remote,,"English Language Learners,Foster Care,Low Income,Homeless,Migrant,Section 504,Students with Disabilities",,1354,0,0,119,119,1153,0,0,83,83,1616,100,0,88,88,District,Mason,4379,2097,16,2266,151,18,20,1607,5,331,2247,882,83,251,2987,124,34,161,236,655,3497,4296,4128,1392,4255,4345,4218,4143,3724,593,1,21,22,3.14,1,9,7,4,0,1,0,42,63.98,both
4197,2/15/2021,Southside School District,Partial In-Person for All Students,Not Applicable,Not Applicable,,,,200,0,44,0,156,0,0,0,0,0,0,0,0,0,0,District,Mason,203,104,0,99,11,0,1,21,0,26,144,0,12,26,85,0,7,8,0,32,203,191,177,118,203,196,195,203,171,593,1,21,22,3.14,1,9,7,4,0,1,0,42,63.98,both
4198,2/15/2021,Hood Canal School District,Small Groups + Remote,Small Groups + Remote,Not Applicable,,"English Language Learners,Students with Disabilities",,190,0,0,14,14,104,0,0,8,8,0,0,0,0,0,District,Mason,313,137,0,176,65,0,0,53,0,54,141,11,4,16,238,21,5,17,11,42,302,309,297,75,292,308,296,302,271,593,1,21,22,3.14,1,9,7,4,0,1,0,42,63.98,both
4199,2/22/2021,Grapeview School District,Partial In-Person for All Students,Partial In-Person for All Students,Not Applicable,,,,126,0,31,48,95,68,0,27,22,41,0,0,0,0,0,District,Mason,200,85,0,115,0,5,2,18,0,21,154,1,0,0,80,0,8,10,1,27,199,200,200,120,200,192,190,199,173,554,3,17,20,2.86,2,7,7,1,2,1,0,43,65.5,both
4200,2/22/2021,Mary M Knight School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,84,1250,5,79,79,22,789,1,21,21,54,0,8,42,42,District,Mason,2212,1137,0,1075,15,47,81,246,11,225,1587,27,3,2,425,2,84,348,107,321,2185,2209,2210,1787,2210,2128,1864,2105,1891,554,3,17,20,2.86,2,7,7,1,2,1,0,43,65.5,both
4201,2/22/2021,North Mason School District,Phase-In,Phase-In,Partial In-Person for All Students,"Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12",,,924,0,94,460,880,498,0,70,224,448,729,0,111,20,40,District,Mason,2263,1072,1,1190,21,21,9,607,9,160,1436,354,89,200,1244,5,143,77,103,396,1909,2174,2063,1019,2258,2120,2186,2160,1867,554,3,17,20,2.86,2,7,7,1,2,1,0,43,65.5,both
4202,2/22/2021,Shelton School District,Phase-In,Phase-In,Small Groups + Remote,"Grade K,Grade 1,Grade 5,Grade 7","English Language Learners,Foster Care,Low Income,Homeless,Migrant,Section 504,Students with Disabilities",,1354,0,140,422,457,1153,0,84,236,236,1616,100,0,88,88,District,Mason,4379,2097,16,2266,151,18,20,1607,5,331,2247,882,83,251,2987,124,34,161,236,655,3497,4296,4128,1392,4255,4345,4218,4143,3724,554,3,17,20,2.86,2,7,7,1,2,1,0,43,65.5,both
